resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,round,circuitId,date,dob,nationality,name,country,driver_age,finished,points_scored
138,24,3,3,7.0,5,10,10,10,0.0,70,+54.749,5838976.0,14.0,5.0,1:17.977,201.336,1,2008,7,7,2008-06-08,1985-06-27,German,Williams,Canada,22.94866529774127,1,0.0
139,24,18,11,16.0,20,11,11,11,0.0,70,+1:07.540,5851767.0,58.0,19.0,1:19.352,197.847,1,2008,7,7,2008-06-08,1980-01-19,British,Honda,Canada,28.386036960985628,1,0.0
140,24,17,9,10.0,10,12,12,12,0.0,70,+1:11.299,5855526.0,51.0,8.0,1:18.201,200.759,1,2008,7,7,2008-06-08,1976-08-27,Australian,Red Bull,Canada,31.78097193702943,1,0.0
141,24,7,5,14.0,18,13,13,13,0.0,69,,,34.0,13.0,1:18.620,199.689,11,2008,7,7,2008-06-08,1979-02-28,French,Toro Rosso,Canada,29.27583846680356,1,0.0
142,24,21,10,21.0,17,,R,14,0.0,51,,,41.0,16.0,1:19.066,198.563,20,2008,7,7,2008-06-08,1973-01-14,Italian,Force India,Canada,35.397672826830934,0,0.0
143,24,6,3,8.0,12,,R,15,0.0,46,,,30.0,14.0,1:18.784,199.273,3,2008,7,7,2008-06-08,1985-01-11,Japanese,Williams,Canada,23.405886379192335,0,0.0
144,24,4,4,5.0,4,,R,16,0.0,44,,,16.0,9.0,1:18.225,200.697,20,2008,7,7,2008-06-08,1981-07-29,Spanish,Renault,Canada,26.861054072553046,0,0.0
145,24,12,4,6.0,15,,R,17,0.0,43,,,16.0,18.0,1:19.239,198.129,23,2008,7,7,2008-06-08,1985-07-25,Brazilian,Renault,Canada,22.872005475701574,0,0.0
146,24,8,6,1.0,3,,R,18,0.0,19,,,14.0,1.0,1:17.387,202.871,4,2008,7,7,2008-06-08,1979-10-17,Finnish,Ferrari,Canada,28.643394934976044,0,0.0
147,24,1,1,22.0,1,,R,19,0.0,19,,,4.0,3.0,1:17.506,202.559,4,2008,7,7,2008-06-08,1985-01-07,British,McLaren,Canada,23.416837782340863,0,0.0
148,24,16,10,20.0,16,,R,20,0.0,13,,,7.0,20.0,1:20.666,194.624,6,2008,7,7,2008-06-08,1983-01-11,German,Force India,Canada,25.4072553045859,0,0.0
149,25,13,6,2.0,2,1,1,1,10.0,70,1:31:50.245,5510245.0,20.0,2.0,1:16.729,206.956,1,2008,8,8,2008-06-22,1981-04-25,Brazilian,Ferrari,France,27.159479808350444,1,10.0
150,25,8,6,1.0,1,2,2,2,8.0,70,+17.984,5528229.0,16.0,1.0,1:16.630,207.224,1,2008,8,8,2008-06-22,1979-10-17,Finnish,Ferrari,France,28.681724845995895,1,8.0
151,25,15,7,11.0,4,3,3,3,6.0,70,+28.250,5538495.0,12.0,7.0,1:17.567,204.721,1,2008,8,8,2008-06-22,1974-07-13,Italian,Toyota,France,33.94387405886379,1,6.0
152,25,5,1,23.0,10,4,4,4,5.0,70,+28.929,5539174.0,46.0,3.0,1:17.134,205.87,1,2008,8,8,2008-06-22,1981-10-19,Finnish,McLaren,France,26.67488021902806,1,5.0
153,25,9,2,4.0,5,5,5,5,4.0,70,+30.512,5540757.0,16.0,4.0,1:17.172,205.768,1,2008,8,8,2008-06-22,1984-12-07,Polish,BMW Sauber,France,23.540041067761805,1,4.0
154,25,17,9,10.0,6,6,6,6,3.0,70,+40.304,5550549.0,22.0,6.0,1:17.507,204.879,1,2008,8,8,2008-06-22,1976-08-27,Australian,Red Bull,France,31.81930184804928,1,3.0
155,25,12,4,6.0,9,7,7,7,2.0,70,+41.033,5551278.0,24.0,10.0,1:17.758,204.218,1,2008,8,8,2008-06-22,1985-07-25,Brazilian,Renault,France,22.910335386721425,1,2.0
156,25,4,4,5.0,3,8,8,8,1.0,70,+43.372,5553617.0,39.0,8.0,1:17.641,204.525,1,2008,8,8,2008-06-22,1981-07-29,Spanish,Renault,France,26.899383983572896,1,1.0
157,25,14,9,9.0,7,9,9,9,0.0,70,+51.021,5561266.0,23.0,12.0,1:17.818,204.06,1,2008,8,8,2008-06-22,1971-03-27,British,Red Bull,France,37.24024640657084,1,0.0
158,25,1,1,22.0,13,10,10,10,0.0,70,+54.538,5564783.0,40.0,5.0,1:17.453,205.022,1,2008,8,8,2008-06-22,1985-01-07,British,McLaren,France,23.45516769336071,1,0.0
159,25,10,7,12.0,8,11,11,11,0.0,70,+57.700,5567945.0,45.0,13.0,1:17.836,204.013,1,2008,8,8,2008-06-22,1982-03-18,German,Toyota,France,26.26420260095825,1,0.0
160,25,20,5,15.0,12,12,12,12,0.0,70,+58.065,5568310.0,36.0,11.0,1:17.760,204.212,1,2008,8,8,2008-06-22,1987-07-03,German,Toro Rosso,France,20.971937029431896,1,0.0
161,25,2,2,3.0,11,13,13,13,0.0,70,+1:02.079,5572324.0,46.0,9.0,1:17.716,204.328,1,2008,8,8,2008-06-22,1977-05-10,German,BMW Sauber,France,31.11841204654346,1,0.0
162,25,22,11,17.0,20,14,14,14,0.0,69,,,54.0,14.0,1:17.969,203.665,11,2008,8,8,2008-06-22,1972-05-23,Brazilian,Honda,France,36.082135523613964,1,0.0
163,25,6,3,8.0,15,15,15,15,0.0,69,,,60.0,15.0,1:18.054,203.443,11,2008,8,8,2008-06-22,1985-01-11,Japanese,Williams,France,23.444216290212182,1,0.0
164,25,3,3,7.0,19,16,16,16,0.0,69,,,38.0,17.0,1:18.311,202.776,11,2008,8,8,2008-06-22,1985-06-27,German,Williams,France,22.986995208761122,1,0.0
165,25,7,5,14.0,14,17,17,17,0.0,69,,,28.0,16.0,1:18.216,203.022,11,2008,8,8,2008-06-22,1979-02-28,French,Toro Rosso,France,29.31416837782341,1,0.0
166,25,21,10,21.0,17,18,18,18,0.0,69,,,53.0,19.0,1:18.557,202.141,11,2008,8,8,2008-06-22,1973-01-14,Italian,Force India,France,35.436002737850785,1,0.0
167,25,16,10,20.0,18,19,19,19,0.0,69,,,41.0,18.0,1:18.462,202.385,11,2008,8,8,2008-06-22,1983-01-11,German,Force India,France,25.44558521560575,1,0.0
168,25,18,11,16.0,16,,R,20,0.0,16,,,15.0,20.0,1:20.876,196.345,4,2008,8,8,2008-06-22,1980-01-19,British,Honda,France,28.424366872005475,0,0.0
169,26,1,1,22.0,4,1,1,1,10.0,60,1:39:09.440,5949440.0,16.0,3.0,1:32.817,199.398,1,2008,9,9,2008-07-06,1985-01-07,British,McLaren,UK,23.49349760438056,1,10.0
170,26,2,2,3.0,5,2,2,2,8.0,60,+1:08.577,6018017.0,21.0,2.0,1:32.719,199.609,1,2008,9,9,2008-07-06,1977-05-10,German,BMW Sauber,UK,31.156741957563312,1,8.0
171,26,22,11,17.0,16,3,3,3,6.0,60,+1:22.273,6031713.0,21.0,11.0,1:33.386,198.183,1,2008,9,9,2008-07-06,1972-05-23,Brazilian,Honda,UK,36.120465434633815,1,6.0
172,26,8,6,1.0,3,4,4,4,5.0,59,,,18.0,1.0,1:32.150,200.842,11,2008,9,9,2008-07-06,1979-10-17,Finnish,Ferrari,UK,28.720054757015742,1,5.0
173,26,5,1,23.0,1,5,5,5,4.0,59,,,17.0,5.0,1:33.130,198.728,11,2008,9,9,2008-07-06,1981-10-19,Finnish,McLaren,UK,26.713210130047912,1,4.0
174,26,4,4,5.0,6,6,6,6,3.0,59,,,17.0,6.0,1:33.133,198.722,11,2008,9,9,2008-07-06,1981-07-29,Spanish,Renault,UK,26.937713894592743,1,3.0
175,26,15,7,11.0,14,7,7,7,2.0,59,,,22.0,13.0,1:33.808,197.292,11,2008,9,9,2008-07-06,1974-07-13,Italian,Toyota,UK,33.98220396988364,1,2.0
176,26,6,3,8.0,15,8,8,8,1.0,59,,,21.0,14.0,1:34.277,196.31,11,2008,9,9,2008-07-06,1985-01-11,Japanese,Williams,UK,23.482546201232033,1,1.0
177,26,3,3,7.0,20,9,9,9,0.0,59,,,21.0,16.0,1:34.797,195.234,11,2008,9,9,2008-07-06,1985-06-27,German,Williams,UK,23.025325119780973,1,0.0
178,26,17,9,10.0,2,10,10,10,0.0,59,,,17.0,4.0,1:32.952,199.109,11,2008,9,9,2008-07-06,1976-08-27,Australian,Red Bull,UK,31.857631759069132,1,0.0
179,26,7,5,14.0,13,11,11,11,0.0,59,,,21.0,9.0,1:33.367,198.224,11,2008,9,9,2008-07-06,1979-02-28,French,Toro Rosso,UK,29.352498288843258,1,0.0
180,26,10,7,12.0,12,12,12,12,0.0,59,,,19.0,15.0,1:34.610,195.619,11,2008,9,9,2008-07-06,1982-03-18,German,Toyota,UK,26.302532511978097,1,0.0
181,26,13,6,2.0,9,13,13,13,0.0,58,,,19.0,8.0,1:33.257,198.458,12,2008,9,9,2008-07-06,1981-04-25,Brazilian,Ferrari,UK,27.197809719370294,1,0.0
182,26,9,2,4.0,10,,R,14,0.0,39,,,22.0,12.0,1:33.539,197.859,20,2008,9,9,2008-07-06,1984-12-07,Polish,BMW Sauber,UK,23.578370978781656,0,0.0
183,26,18,11,16.0,17,,R,15,0.0,38,,,21.0,10.0,1:33.376,198.205,20,2008,9,9,2008-07-06,1980-01-19,British,Honda,UK,28.462696783025326,0,0.0
184,26,12,4,6.0,7,,R,16,0.0,35,,,21.0,7.0,1:33.203,198.573,20,2008,9,9,2008-07-06,1985-07-25,Brazilian,Renault,UK,22.94866529774127,0,0.0
185,26,21,10,21.0,19,,R,17,0.0,16,,,21.0,17.0,1:34.930,194.96,20,2008,9,9,2008-07-06,1973-01-14,Italian,Force India,UK,35.474332648870636,0,0.0
186,26,16,10,20.0,18,,R,18,0.0,10,,,5.0,18.0,1:38.160,188.545,20,2008,9,9,2008-07-06,1983-01-11,German,Force India,UK,25.4839151266256,0,0.0
187,26,20,5,15.0,8,,R,19,0.0,0,,,,,,,4,2008,9,9,2008-07-06,1987-07-03,German,Toro Rosso,UK,21.010266940451746,0,0.0
188,26,14,9,9.0,11,,R,20,0.0,0,,,,,,,4,2008,9,9,2008-07-06,1971-03-27,British,Red Bull,UK,37.27857631759069,0,0.0
189,27,1,1,22.0,1,1,1,1,10.0,67,1:31:20.874,5480874.0,17.0,2.0,1:16.039,216.552,1,2008,10,10,2008-07-20,1985-01-07,British,McLaren,Germany,23.531827515400412,1,10.0
190,27,12,4,6.0,17,2,2,2,8.0,67,+5.586,5486460.0,66.0,9.0,1:16.910,214.099,1,2008,10,10,2008-07-20,1985-07-25,Brazilian,Renault,Germany,22.986995208761122,1,8.0
191,27,13,6,2.0,2,3,3,3,6.0,67,+9.339,5490213.0,19.0,5.0,1:16.502,215.241,1,2008,10,10,2008-07-20,1981-04-25,Brazilian,Ferrari,Germany,27.236139630390145,1,6.0
192,27,2,2,3.0,12,4,4,4,5.0,67,+9.825,5490699.0,52.0,1.0,1:15.987,216.7,1,2008,10,10,2008-07-20,1977-05-10,German,BMW Sauber,Germany,31.195071868583163,1,5.0
193,27,5,1,23.0,3,5,5,5,4.0,67,+12.411,5493285.0,63.0,4.0,1:16.495,215.261,1,2008,10,10,2008-07-20,1981-10-19,Finnish,McLaren,Germany,26.751540041067763,1,4.0
194,27,8,6,1.0,6,6,6,6,3.0,67,+14.403,5495277.0,66.0,3.0,1:16.342,215.692,1,2008,10,10,2008-07-20,1979-10-17,Finnish,Ferrari,Germany,28.758384668035593,1,3.0
195,27,9,2,4.0,7,7,7,7,2.0,67,+22.682,5503556.0,17.0,6.0,1:16.610,214.937,1,2008,10,10,2008-07-20,1984-12-07,Polish,BMW Sauber,Germany,23.616700889801507,1,2.0
196,27,20,5,15.0,9,8,8,8,1.0,67,+33.299,5514173.0,20.0,8.0,1:16.772,214.484,1,2008,10,10,2008-07-20,1987-07-03,German,Toro Rosso,Germany,21.048596851471594,1,1.0
197,27,15,7,11.0,4,9,9,9,0.0,67,+37.158,5518032.0,17.0,12.0,1:17.023,213.785,1,2008,10,10,2008-07-20,1974-07-13,Italian,Toyota,Germany,34.02053388090349,1,0.0
198,27,3,3,7.0,13,10,10,10,0.0,67,+37.625,5518499.0,34.0,15.0,1:17.380,212.799,1,2008,10,10,2008-07-20,1985-06-27,German,Williams,Germany,23.06365503080082,1,0.0
199,27,4,4,5.0,5,11,11,11,0.0,67,+38.600,5519474.0,17.0,13.0,1:17.115,213.53,1,2008,10,10,2008-07-20,1981-07-29,Spanish,Renault,Germany,26.976043805612594,1,0.0
200,27,7,5,14.0,15,12,12,12,0.0,67,+39.111,5519985.0,63.0,10.0,1:16.969,213.935,1,2008,10,10,2008-07-20,1979-02-28,French,Toro Rosso,Germany,29.39082819986311,1,0.0
201,27,14,9,9.0,10,13,13,13,0.0,67,+54.971,5535845.0,18.0,11.0,1:16.994,213.866,1,2008,10,10,2008-07-20,1971-03-27,British,Red Bull,Germany,37.31690622861054,1,0.0
202,27,6,3,8.0,16,14,14,14,0.0,67,+1:00.003,5540877.0,23.0,17.0,1:17.691,211.947,1,2008,10,10,2008-07-20,1985-01-11,Japanese,Williams,Germany,23.520876112251884,1,0.0
203,27,16,10,20.0,19,15,15,15,0.0,67,+1:09.488,5550362.0,66.0,18.0,1:17.889,211.408,1,2008,10,10,2008-07-20,1983-01-11,German,Force India,Germany,25.522245037645447,1,0.0
204,27,21,10,21.0,20,16,16,16,0.0,67,+1:24.093,5564967.0,67.0,20.0,1:18.208,210.546,1,2008,10,10,2008-07-20,1973-01-14,Italian,Force India,Germany,35.51266255989049,1,0.0
205,27,18,11,16.0,14,17,17,17,0.0,66,,,56.0,16.0,1:17.636,212.097,11,2008,10,10,2008-07-20,1980-01-19,British,Honda,Germany,28.501026694045173,1,0.0
206,27,22,11,17.0,18,,R,18,0.0,50,,,30.0,19.0,1:17.986,211.145,4,2008,10,10,2008-07-20,1972-05-23,Brazilian,Honda,Germany,36.158795345653665,0,0.0
207,27,17,9,10.0,8,,R,19,0.0,40,,,20.0,14.0,1:17.206,213.278,5,2008,10,10,2008-07-20,1976-08-27,Australian,Red Bull,Germany,31.89596167008898,0,0.0
208,27,10,7,12.0,11,,R,20,0.0,35,,,24.0,7.0,1:16.712,214.652,22,2008,10,10,2008-07-20,1982-03-18,German,Toyota,Germany,26.340862422997947,0,0.0
209,28,5,1,23.0,2,1,1,1,10.0,70,1:37:27.067,5847067.0,19.0,7.0,1:21.753,192.917,1,2008,11,11,2008-08-03,1981-10-19,Finnish,McLaren,Hungary,26.78986995208761,1,10.0
210,28,10,7,12.0,5,2,2,2,8.0,70,+11.061,5858128.0,42.0,6.0,1:21.671,193.111,1,2008,11,11,2008-08-03,1982-03-18,German,Toyota,Hungary,26.379192334017795,1,8.0
211,28,8,6,1.0,6,3,3,3,6.0,70,+16.856,5863923.0,61.0,1.0,1:21.195,194.243,1,2008,11,11,2008-08-03,1979-10-17,Finnish,Ferrari,Hungary,28.79671457905544,1,6.0
212,28,4,4,5.0,7,4,4,4,5.0,70,+21.614,5868681.0,47.0,8.0,1:21.793,192.823,1,2008,11,11,2008-08-03,1981-07-29,Spanish,Renault,Hungary,27.014373716632445,1,5.0
213,28,1,1,22.0,1,5,5,5,4.0,70,+23.048,5870115.0,15.0,3.0,1:21.493,193.533,1,2008,11,11,2008-08-03,1985-01-07,British,McLaren,Hungary,23.57015742642026,1,4.0
214,28,12,4,6.0,10,6,6,6,3.0,70,+32.298,5879365.0,64.0,4.0,1:21.537,193.428,1,2008,11,11,2008-08-03,1985-07-25,Brazilian,Renault,Hungary,23.025325119780973,1,3.0
215,28,15,7,11.0,9,7,7,7,2.0,70,+36.449,5883516.0,65.0,5.0,1:21.638,193.189,1,2008,11,11,2008-08-03,1974-07-13,Italian,Toyota,Hungary,34.05886379192334,1,2.0
216,28,9,2,4.0,4,8,8,8,1.0,70,+48.321,5895388.0,70.0,9.0,1:21.941,192.475,1,2008,11,11,2008-08-03,1984-12-07,Polish,BMW Sauber,Hungary,23.655030800821354,1,1.0
217,28,17,9,10.0,8,9,9,9,0.0,70,+58.834,5905901.0,67.0,10.0,1:22.125,192.043,1,2008,11,11,2008-08-03,1976-08-27,Australian,Red Bull,Hungary,31.93429158110883,1,0.0
218,28,2,2,3.0,15,10,10,10,0.0,70,+1:07.709,5914776.0,67.0,11.0,1:22.183,191.908,1,2008,11,11,2008-08-03,1977-05-10,German,BMW Sauber,Hungary,31.23340177960301,1,0.0
219,28,14,9,9.0,13,11,11,11,0.0,70,+1:10.407,5917474.0,67.0,16.0,1:22.732,190.634,1,2008,11,11,2008-08-03,1971-03-27,British,Red Bull,Hungary,37.35523613963039,1,0.0
220,28,18,11,16.0,12,12,12,12,0.0,69,,,63.0,13.0,1:22.397,191.409,11,2008,11,11,2008-08-03,1980-01-19,British,Honda,Hungary,28.539356605065024,1,0.0
221,28,6,3,8.0,16,13,13,13,0.0,69,,,67.0,18.0,1:23.307,189.319,11,2008,11,11,2008-08-03,1985-01-11,Japanese,Williams,Hungary,23.55920602327173,1,0.0
222,28,3,3,7.0,14,14,14,14,0.0,69,,,57.0,12.0,1:22.397,191.409,11,2008,11,11,2008-08-03,1985-06-27,German,Williams,Hungary,23.10198494182067,1,0.0
223,28,21,10,21.0,18,15,15,15,0.0,69,,,68.0,15.0,1:22.641,190.844,11,2008,11,11,2008-08-03,1973-01-14,Italian,Force India,Hungary,35.55099247091034,1,0.0
224,28,22,11,17.0,17,16,16,16,0.0,68,,,65.0,14.0,1:22.436,191.319,12,2008,11,11,2008-08-03,1972-05-23,Brazilian,Honda,Hungary,36.19712525667351,1,0.0
225,28,13,6,2.0,3,17,17,17,0.0,67,,,16.0,2.0,1:21.355,193.861,5,2008,11,11,2008-08-03,1981-04-25,Brazilian,Ferrari,Hungary,27.274469541409992,1,0.0
226,28,7,5,14.0,19,18,18,18,0.0,67,,,29.0,17.0,1:23.220,189.516,13,2008,11,11,2008-08-03,1979-02-28,French,Toro Rosso,Hungary,29.429158110882955,1,0.0
227,28,16,10,20.0,20,,R,19,0.0,62,,,29.0,19.0,1:23.650,188.542,23,2008,11,11,2008-08-03,1983-01-11,German,Force India,Hungary,25.560574948665298,0,0.0
228,28,20,5,15.0,11,,R,20,0.0,22,,,17.0,20.0,1:24.222,187.262,25,2008,11,11,2008-08-03,1987-07-03,German,Toro Rosso,Hungary,21.086926762491444,0,0.0
229,29,13,6,2.0,1,1,1,1,10.0,57,1:35:32.339,5732339.0,36.0,1.0,1:38.708,197.637,1,2008,12,12,2008-08-24,1981-04-25,Brazilian,Ferrari,Spain,27.33196440793977,1,10.0
230,29,1,1,22.0,2,2,2,2,8.0,57,+5.611,5737950.0,16.0,2.0,1:38.884,197.285,1,2008,12,12,2008-08-24,1985-01-07,British,McLaren,Spain,23.627652292950035,1,8.0
231,29,9,2,4.0,3,3,3,3,6.0,57,+37.353,5769692.0,38.0,4.0,1:39.330,196.399,1,2008,12,12,2008-08-24,1984-12-07,Polish,BMW Sauber,Spain,23.71252566735113,1,6.0
232,29,5,1,23.0,5,4,4,4,5.0,57,+39.703,5772042.0,19.0,3.0,1:39.112,196.831,1,2008,12,12,2008-08-24,1981-10-19,Finnish,McLaren,Spain,26.847364818617386,1,5.0
233,29,15,7,11.0,7,5,5,5,4.0,57,+50.684,5783023.0,37.0,12.0,1:39.657,195.755,1,2008,12,12,2008-08-24,1974-07-13,Italian,Toyota,Spain,34.116358658453116,1,4.0
234,29,20,5,15.0,6,6,6,6,3.0,57,+52.625,5784964.0,36.0,6.0,1:39.485,196.093,1,2008,12,12,2008-08-24,1987-07-03,German,Toro Rosso,Spain,21.144421629021217,1,3.0
235,29,10,7,12.0,13,7,7,7,2.0,57,+1:07.990,5800329.0,54.0,8.0,1:39.535,195.995,1,2008,12,12,2008-08-24,1982-03-18,German,Toyota,Spain,26.43668720054757,1,2.0
236,29,3,3,7.0,9,8,8,8,1.0,57,+1:11.457,5803796.0,35.0,10.0,1:39.577,195.912,1,2008,12,12,2008-08-24,1985-06-27,German,Williams,Spain,23.159479808350444,1,1.0
237,29,2,2,3.0,8,9,9,9,0.0,57,+1:22.177,5814516.0,57.0,7.0,1:39.526,196.013,1,2008,12,12,2008-08-24,1977-05-10,German,BMW Sauber,Spain,31.290896646132786,1,0.0
238,29,7,5,14.0,10,10,10,10,0.0,57,+1:29.794,5822133.0,35.0,11.0,1:39.639,195.79,1,2008,12,12,2008-08-24,1979-02-28,French,Toro Rosso,Spain,29.48665297741273,1,0.0
239,29,12,4,6.0,15,11,11,11,0.0,57,+1:32.717,5825056.0,29.0,9.0,1:39.544,195.977,1,2008,12,12,2008-08-24,1985-07-25,Brazilian,Renault,Spain,23.082819986310746,1,0.0
240,29,17,9,10.0,14,12,12,12,0.0,56,,,27.0,14.0,1:40.264,194.57,11,2008,12,12,2008-08-24,1976-08-27,Australian,Red Bull,Spain,31.991786447638603,1,0.0
241,29,18,11,16.0,16,13,13,13,0.0,56,,,21.0,18.0,1:40.763,193.606,11,2008,12,12,2008-08-24,1980-01-19,British,Honda,Spain,28.5968514715948,1,0.0
242,29,21,10,21.0,18,14,14,14,0.0,56,,,54.0,15.0,1:40.353,194.397,11,2008,12,12,2008-08-24,1973-01-14,Italian,Force India,Spain,35.60848733744011,1,0.0
243,29,6,3,8.0,11,15,15,15,0.0,56,,,56.0,13.0,1:39.803,195.469,11,2008,12,12,2008-08-24,1985-01-11,Japanese,Williams,Spain,23.616700889801507,1,0.0
244,29,22,11,17.0,19,16,16,16,0.0,56,,,56.0,16.0,1:40.593,193.933,11,2008,12,12,2008-08-24,1972-05-23,Brazilian,Honda,Spain,36.25462012320329,1,0.0
245,29,14,9,9.0,17,17,17,17,0.0,56,,,13.0,19.0,1:40.978,193.194,11,2008,12,12,2008-08-24,1971-03-27,British,Red Bull,Spain,37.412731006160165,1,0.0
246,29,8,6,1.0,4,,R,18,0.0,45,,,34.0,5.0,1:39.424,196.214,5,2008,12,12,2008-08-24,1979-10-17,Finnish,Ferrari,Spain,28.854209445585216,0,0.0
247,29,16,10,20.0,20,,R,19,0.0,41,,,28.0,17.0,1:40.661,193.802,3,2008,12,12,2008-08-24,1983-01-11,German,Force India,Spain,25.61806981519507,0,0.0
248,29,4,4,5.0,12,,R,20,0.0,0,,,,,,,4,2008,12,12,2008-08-24,1981-07-29,Spanish,Renault,Spain,27.071868583162217,0,0.0
249,30,13,6,2.0,2,1,1,1,10.0,44,1:22:59.394,4979394.0,26.0,3.0,1:48.222,232.987,1,2008,13,13,2008-09-07,1981-04-25,Brazilian,Ferrari,Belgium,27.370294318959616,1,10.0
250,30,2,2,3.0,5,2,2,2,8.0,44,+9.383,4988777.0,36.0,7.0,1:49.067,231.182,1,2008,13,13,2008-09-07,1977-05-10,German,BMW Sauber,Belgium,31.329226557152634,1,8.0
251,30,1,1,22.0,1,3,3,3,6.0,44,+10.539,4989933.0,20.0,2.0,1:48.135,233.175,1,2008,13,13,2008-09-07,1985-01-07,British,McLaren,Belgium,23.665982203969882,1,6.0
252,30,4,4,5.0,6,4,4,4,5.0,44,+14.478,4993872.0,25.0,9.0,1:49.238,230.82,1,2008,13,13,2008-09-07,1981-07-29,Spanish,Renault,Belgium,27.110198494182068,1,5.0
253,30,20,5,15.0,10,5,5,5,4.0,44,+14.576,4993970.0,16.0,8.0,1:49.086,231.142,1,2008,13,13,2008-09-07,1987-07-03,German,Toro Rosso,Belgium,21.182751540041068,1,4.0
254,30,9,2,4.0,8,6,6,6,3.0,44,+15.037,4994431.0,36.0,5.0,1:48.965,231.399,1,2008,13,13,2008-09-07,1984-12-07,Polish,BMW Sauber,Belgium,23.750855578370977,1,3.0
255,30,7,5,14.0,9,7,7,7,2.0,44,+16.735,4996129.0,31.0,6.0,1:49.002,231.32,1,2008,13,13,2008-09-07,1979-02-28,French,Toro Rosso,Belgium,29.52498288843258,1,2.0
256,30,17,9,10.0,7,8,8,8,1.0,44,+42.776,5022170.0,34.0,10.0,1:49.515,230.236,1,2008,13,13,2008-09-07,1976-08-27,Australian,Red Bull,Belgium,32.030116358658454,1,1.0
257,30,10,7,12.0,13,9,9,9,0.0,44,+1:07.045,5046439.0,37.0,12.0,1:50.255,228.691,1,2008,13,13,2008-09-07,1982-03-18,German,Toyota,Belgium,26.47501711156742,1,0.0
258,30,5,1,23.0,3,10,10,10,0.0,43,,,35.0,4.0,1:48.223,232.985,6,2008,13,13,2008-09-07,1981-10-19,Finnish,McLaren,Belgium,26.885694729637233,1,0.0
259,30,14,9,9.0,14,11,11,11,0.0,43,,,19.0,11.0,1:50.177,228.853,11,2008,13,13,2008-09-07,1971-03-27,British,Red Bull,Belgium,37.451060917180016,1,0.0
260,30,3,3,7.0,15,12,12,12,0.0,43,,,32.0,15.0,1:50.656,227.862,11,2008,13,13,2008-09-07,1985-06-27,German,Williams,Belgium,23.197809719370294,1,0.0
261,30,16,10,20.0,18,13,13,13,0.0,43,,,27.0,13.0,1:50.487,228.211,11,2008,13,13,2008-09-07,1983-01-11,German,Force India,Belgium,25.65639972621492,1,0.0
262,30,6,3,8.0,19,14,14,14,0.0,43,,,35.0,17.0,1:50.970,227.218,11,2008,13,13,2008-09-07,1985-01-11,Japanese,Williams,Belgium,23.655030800821354,1,0.0
263,30,18,11,16.0,17,15,15,15,0.0,43,,,19.0,16.0,1:50.671,227.832,11,2008,13,13,2008-09-07,1980-01-19,British,Honda,Belgium,28.635181382614647,1,0.0
264,30,15,7,11.0,11,16,16,16,0.0,43,,,32.0,14.0,1:50.543,228.095,11,2008,13,13,2008-09-07,1974-07-13,Italian,Toyota,Belgium,34.15468856947297,1,0.0
265,30,21,10,21.0,20,17,17,17,0.0,43,,,17.0,19.0,1:51.701,225.731,11,2008,13,13,2008-09-07,1973-01-14,Italian,Force India,Belgium,35.64681724845996,1,0.0
266,30,8,6,1.0,4,18,18,18,0.0,42,,,24.0,1.0,1:47.930,233.618,20,2008,13,13,2008-09-07,1979-10-17,Finnish,Ferrari,Belgium,28.892539356605067,1,0.0
267,30,22,11,17.0,16,,R,19,0.0,19,,,10.0,20.0,1:52.072,224.983,6,2008,13,13,2008-09-07,1972-05-23,Brazilian,Honda,Belgium,36.29295003422313,0,0.0
268,30,12,4,6.0,12,,R,20,0.0,13,,,12.0,18.0,1:51.118,226.915,20,2008,13,13,2008-09-07,1985-07-25,Brazilian,Renault,Belgium,23.121149897330596,0,0.0
269,31,20,5,15.0,1,1,1,1,10.0,53,1:26:47.494,5207494.0,53.0,14.0,1:30.510,230.414,1,2008,14,14,2008-09-14,1987-07-03,German,Toro Rosso,Italy,21.201916495550993,1,10.0
270,31,5,1,23.0,2,2,2,2,8.0,53,+12.512,5220006.0,53.0,13.0,1:30.300,230.95,1,2008,14,14,2008-09-14,1981-10-19,Finnish,McLaren,Italy,26.90485968514716,1,8.0
271,31,9,2,4.0,11,3,3,3,6.0,53,+20.471,5227965.0,52.0,12.0,1:30.298,230.955,1,2008,14,14,2008-09-14,1984-12-07,Polish,BMW Sauber,Italy,23.770020533880903,1,6.0
272,31,4,4,5.0,8,4,4,4,5.0,53,+23.903,5231397.0,51.0,9.0,1:29.961,231.82,1,2008,14,14,2008-09-14,1981-07-29,Spanish,Renault,Italy,27.129363449691994,1,5.0
273,31,2,2,3.0,10,5,5,5,4.0,53,+27.748,5235242.0,53.0,6.0,1:29.807,232.217,1,2008,14,14,2008-09-14,1977-05-10,German,BMW Sauber,Italy,31.34839151266256,1,4.0
274,31,13,6,2.0,6,6,6,6,3.0,53,+28.816,5236310.0,52.0,4.0,1:29.696,232.505,1,2008,14,14,2008-09-14,1981-04-25,Brazilian,Ferrari,Italy,27.38945927446954,1,3.0
275,31,1,1,22.0,15,7,7,7,2.0,53,+29.912,5237406.0,52.0,5.0,1:29.721,232.44,1,2008,14,14,2008-09-14,1985-01-07,British,McLaren,Italy,23.685147159479808,1,2.0
